quad,species,individual,microh,ind,x,y,diam,height,leaves,demo,pheno,dryw,ancho,Sup_mm2,Error,lma,sla,radius,xt,yt,id,area,gdist_min,biomass
8,Dryas octopetala,1,dryas,1,77.3,6.5,18,4.5,300,a,r,14173,29.8,105.5804333,15.042265,134.2388883,0.007449406,9,177.3,206.5,8.1,253.4238334,0,4251900
8,Dryas octopetala,2,draba,4,61.8,42.7,2.2,2.5,5,j,v,3563,11.1,21.49099631,21.58105404,165.7903593,0.006031714,1.1,161.8,242.7,8.2,3.785714054,0,17815
8,Dryas octopetala,3,dryas,3,31.7,54,13.7,3.8,250,a,r,11343,34.4,71.77046533,19.11705953,158.0455128,0.006327291,6.85,131.7,254,8.3,146.8059237,0,2835750
8,Dryas octopetala,4,dryas,4,88.1,54.2,0.7,1.1,3,j,v,977,6,7.032243956,16.81957187,138.9314714,0.007197793,0.35,188.1,254.2,8.4,0.383264439,0,2931
8,Dryas octopetala,5,dryas,5,97.8,45.3,4.6,3.1,40,a,v,7318,25.1,55.15042699,13.66738156,132.691629,0.00753627,2.3,197.8,245.3,8.5,16.5507664,0,292720
8,Dryas octopetala,6,dryas,6,45.8,98.3,4.1,3,50,a,v,4369,17.6,41.10027597,7.177116944,106.3009894,0.00940725,2.05,145.8,298.3,8.6,13.14831679,0,218450
8,Euphrasia minima,1,open,na,23.7,36.4,1.2,2.1,8,a,f,499,3.5,7.623640619,7.381288199,65.4542921,0.015277837,0.6,123.7,236.4,8.1,1.126328148,12.4934242,3992
8,Euphrasia minima,2,sax.aizo,1,51,32.8,1.6,4.7,14,a,f,803,4.9,14.39065213,5.653798257,55.80011195,0.017921111,0.8,151,232.8,8.2,2.002361153,13.55206099,11242
8,Euphrasia minima,3,moss,3,60.5,43,1.5,2.8,14,a,f,426,3.2,6.677405959,11.21846484,63.79722944,0.015674662,0.75,160.5,243,8.3,1.759887732,0.237505441,5964
8,Euphrasia minima,4,open,na,73,47.1,1.1,2.2,10,a,f,426,4.5,6.584216181,7.240065324,64.70018424,0.015455907,0.55,173,247.1,8.4,0.946428513,10.93547818,4260
8,Euphrasia minima,5,open,na,99.8,65.3,0.8,1.3,8,a,v,301,5.8,6.967727957,18.72427984,43.19916074,0.023148598,0.4,199.8,265.3,8.5,0.500590288,15.77773989,2408
8,Hieracium sp.,1,moss,1,36.1,3.7,6.1,1.7,6,a,f,13058,31.5,182.404652,2.438545126,71.58808648,0.013968805,3.05,136.1,203.7,8.1,29.10463222,31.40862984,78348
8,Leontodon montanus,1,open,na,1.8,0.8,6.4,1.7,11,a,v,14564,27.1,140.8455956,7.868485342,103.4040145,0.009670804,3.2,101.8,200.8,8.1,32.03777844,24.21136394,160204
8,Leontodon montanus,2,open,na,9.3,2.9,5.5,1.3,6,a,v,7225,21.4,77.11454063,5.768068789,93.69179847,0.010673293,2.75,109.3,202.9,8.2,23.66071284,29.89347686,43350
8,Leontodon montanus,3,moss,2,43.3,10.4,4.3,1.6,5,j,v,6767,27.6,82.99266504,9.58324336,81.53732618,0.012264322,2.15,143.3,210.4,8.3,14.46236629,25.23416406,33835
8,Leontodon montanus,4,moss,2,46.7,16,7.5,2.4,12,a,v,12326,42.2,172.9279685,4.11010011,71.27823283,0.014029529,3.75,146.7,216,8.4,43.99719329,23.0418351,147912
8,Leontodon montanus,5,dryas,1,81.3,4.1,5.6,3.2,5,a,v,7802.099476,NA,NA,NA,89.46005908,NA,2.8,181.3,204.1,8.5,24.52892412,0,39010.49738
8,Leontodon montanus,6,dryas,1,75.9,8.8,1.3,1.6,2,j,v,845,8.4,18.59494477,5.050115652,45.44245817,0.022005852,0.65,175.9,208.8,8.6,1.32187123,0,1690
8,Leontodon montanus,7,dryas,1,83.5,3.4,1.8,2.6,1,j,v,3296,24.3,52.32964412,8.424657534,62.98533184,0.015876712,0.9,183.5,203.4,8.7,2.534238334,0,3296
8,Leontodon montanus,8,open,na,28.2,37.3,4.7,1,5,a,v,11634,27.8,115.429876,10.6101537,100.7884649,0.00992177,2.35,128.2,237.3,8.8,17.27818666,10.22675271,58170
8,Leontodon montanus,9,open,na,27.8,37.8,3.6,1.8,3,j,v,7858,27.5,56.90669587,12.60313661,138.0856836,0.00724188,1.8,127.8,237.8,8.9,10.13695333,9.833945893,23574
8,Leontodon montanus,10,sax.aizo,1,40.3,31.4,1.8,3.9,4,j,v,6174,33.1,81.8887246,3.575961833,75.39499522,0.01326348,0.9,140.3,231.4,8.1,2.534238334,17.34266413,24696
8,Leontodon montanus,11,moss,3,61,42.9,6.4,3.6,8,a,v,14133,41.8,158.225489,4.550911768,89.32189174,0.011195464,3.2,161,242.9,8.11,32.03777844,0,113064
8,Leontodon montanus,12,open,na,20.6,46.8,1.7,1.5,2,j,v,2429,12.6,25.71679429,7.289198606,94.45189681,0.0105874,0.85,120.6,246.8,8.12,2.26047802,6.397411755,4858
8,Leontodon montanus,13,open,na,23.3,45.1,3,1.1,4,j,v,4333,15.6,34.66659712,11.745244,124.9906354,0.008000599,1.5,123.3,245.1,8.13,7.039550927,5.394545561,17332
8,Leontodon montanus,14,open,na,25.4,47.2,2.8,1.2,3,j,v,3827,17.8,36.9246571,15.3368278,103.6434811,0.00964846,1.4,125.4,247.2,8.14,6.13223103,2.433399536,11481
8,Leontodon montanus,15,open,na,26.8,48,2.9,1.2,3,j,v,6360,17.5,55.93895588,8.515409752,113.6953649,0.008795433,1.45,126.8,248,8.15,6.578069255,0.915847495,19080
8,Leontodon montanus,16,moss,4,45.7,47.5,9.1,3.5,5,a,v,11405,37.2,132.1108461,6.486882444,86.32902096,0.01158359,4.55,145.7,247.5,8.16,64.77169025,8.593578689,57025
8,Leontodon montanus,17,open,na,71.6,46.8,6.8,2.4,5,a,v,10435,39,90.66648477,15.52814674,115.0921427,0.00868869,3.4,171.6,246.8,8.17,36.16764832,9.526412422,52175
8,Leontodon montanus,18,open,na,88.5,44.3,1.7,1.5,3,j,v,1755,13,22.87450608,8.147916014,76.72296809,0.013033907,0.85,188.5,244.3,8.18,2.26047802,7.057414137,5265
8,Leontodon montanus,19,dryas,5,98.2,44.7,6.8,1.7,7,a,v,18612,41,226.1787577,3.172540568,82.2888948,0.012152308,3.4,198.2,244.7,8.19,36.16764832,0,130284
8,Leontodon montanus,20,dryas,5,92.5,55,6.8,2.9,5,a,v,11345,48.4,142.5086747,7.902414487,79.60918889,0.012561364,3.4,192.5,255,8.2,36.16764832,4.122234419,56725
8,Leontodon montanus,21,open,na,18.3,67,8.2,1.2,12,a,f,23105,43.8,218.8454391,6.020505094,105.5767947,0.009471778,4.1,118.3,267,8.21,52.59326715,11.82100332,277260
8,Leontodon montanus,22,open,na,91.2,69.5,5.9,2.4,8,a,v,11313,38,108.1180627,6.35504724,104.6356152,0.009556975,2.95,191.2,269.5,8.22,27.22741864,15.26122194,90504
8,Leontodon montanus,23,open,na,71.5,98.2,2,1.7,4,j,v,3515,21.7,63.97119783,3.95562528,54.94660284,0.018199487,1,171.5,298.2,8.23,3.128689301,2.761546074,14060
8,Leontodon montanus,24,open,na,94.5,96.5,6,1.8,8,a,v,10458,30.7,120.5015504,3.063652588,86.78726513,0.011522428,3,194.5,296.5,8.24,28.15820371,5.206691831,83664
8,Linaria alpina,1,moss,4,49.2,45,1.3,2.2,30,a,r,474,7.5,7.548371953,8.357075024,62.79499777,0.015924835,0.65,149.2,245,8.1,1.32187123,11.70853197,14220
8,Linaria alpina,2,moss,4,51.6,45.2,1.1,2,28,a,v,386,5.8,6.555542404,7.053034445,58.88147406,0.01698327,0.55,151.6,245.2,8.2,0.946428513,9.405177531,10808
8,Linaria alpina,3,open,na,67.2,48.9,0.6,0.5,12,j,v,112,2.7,1.795695322,13.77245509,62.37138261,0.016032994,0.3,167.2,248.9,8.3,0.281582037,7.12492738,1344
8,Linaria alpina,4,open,na,78,47,6.7,1,16,j,v,255,3.9,3.19354198,9.988776655,79.84864504,0.012523694,3.35,178,247,8.4,35.11171568,12.05364311,4080
8,Linaria alpina,5,open,na,1.7,78.9,1.9,1.4,60,a,v,246,4.3,3.6487382,9.430255403,67.42056748,0.014832269,0.95,101.7,278.9,8.5,2.823642094,32.15455383,14760
8,Linaria alpina,6,open,na,57.8,60,1.1,1.1,24,j,v,213,3.6,3.043004648,10.01177856,69.99660686,0.014286407,0.55,157.8,260,8.6,0.946428513,16.65929046,5112
8,moss,1,moss,1,32,4.5,8.3,1.4,1000,a,v,NA,NA,NA,NA,NA,NA,4.15,132,204.5,8.1,53.88385148,34.98397727,NA
8,moss,2,moss,2,44,8.5,13,1.5,1500,a,r,NA,NA,NA,NA,NA,NA,6.5,144,208.5,8.2,132.187123,24.3820094,NA
8,moss,2,moss,2,37.8,39.5,11.5,1.8,1400,a,r,NA,NA,NA,NA,NA,NA,5.75,137.8,239.5,8.2,103.44229,8.901738423,NA
8,moss,3,moss,3,69.3,34.5,18.4,1.7,1500,a,v,NA,NA,NA,NA,NA,NA,9.2,169.3,234.5,8.3,264.8122624,10.01381704,NA
8,moss,4,moss,4,44.5,49.1,8.2,1.6,750,a,v,NA,NA,NA,NA,NA,NA,4.1,144.5,249.1,8.4,52.59326715,6.871923097,NA
8,moss,5,moss,5,34.6,86.3,19,1.3,1800,a,v,NA,NA,NA,NA,NA,NA,9.5,134.6,286.3,8.5,282.3642094,14.36601904,NA
8,Oxytropis jacquinii,1,open,na,86.8,88.9,7.5,1.4,8,a,r,12034,33.6,215.5837969,4.545454546,55.82052164,0.017914558,3.75,186.8,288.9,8.1,43.99719329,9.974254687,96272
8,Oxytropis jacquinii,2,open,na,91,89.7,11.3,2.6,15,a,r,12353,35.6,203.454789,5.39426397,60.71619185,0.016470071,5.65,191,289.7,8.2,99.8755842,10.14343336,185295
8,Poa alpina,1,open,na,10.8,10,1.8,1.8,4,a,v,1998,13.4,23.03579608,5.181266532,86.73457575,0.011529427,0.9,110.8,210,8.1,2.534238334,36.6369901,7992
8,Poa alpina,2,dryas,1,68.8,5.7,5.6,5.8,5,a,v,12712,49.6,90.88870655,5.371086048,139.8633613,0.007149835,2.8,168.8,205.7,8.2,24.52892412,0,63560
8,Poa alpina,3,dryas,1,71.2,5.6,4.8,3.5,4,a,v,5065,31,44.65940861,8.009630819,113.4139514,0.008817257,2.4,171.2,205.6,8.3,18.02125037,0,20260
8,Poa alpina,4,open,na,72,12,2.4,2.1,4,a,v,3107,25.2,20.09314965,16.66072066,154.6298143,0.006467058,1.2,172,212,8.4,4.505312593,0,12428
8,Poa alpina,5,open,na,75.3,13.8,4,2.4,9,a,v,3833,27.1,29.30460071,9.271037182,130.7985745,0.007645343,2,175.3,213.8,8.5,12.5147572,0,34497
8,Poa alpina,6,dryas,1,74.9,1.8,3.1,2.3,3,j,v,1891,20.2,13.77058169,12.54554919,137.3217227,0.007282169,1.55,174.9,201.8,8.6,7.516676045,0,5673
8,Poa alpina,7,dryas,1,78.5,4.2,5.3,3.2,9,a,v,3360,27.7,24.46948496,10.12157609,137.3138832,0.007282585,2.65,178.5,204.2,8.7,21.97122061,0,30240
8,Poa alpina,8,dryas,1,80.6,6,4.5,3.6,4,a,v,4332,27.7,59.92102674,3.732503888,72.2951564,0.013832185,2.25,180.6,206,8.8,15.83898959,0,17328
8,Poa alpina,9,dryas,1,83.4,5.7,3.7,2.8,3,j,v,2323,16.5,32.99276535,4.421510049,70.40937537,0.014202654,1.85,183.4,205.7,8.9,10.70793913,0,6969
8,Poa alpina,10,dryas,1,83,8.4,3.2,2.4,3,j,v,5736,30,44.69525083,5.757818765,128.3357827,0.007792059,1.6,183,208.4,8.1,8.00944461,0,17208
8,Poa alpina,11,open,na,82.4,29.3,2.3,2.6,3,a,v,3363,20.5,26.93901406,7.637040979,124.8375309,0.008010412,1.15,182.4,229.3,8.11,4.1376916,14.38834953,10089
8,Poa alpina,12,open,na,24.5,57.5,2.6,1.5,3,a,v,3937,19.9,23.18991763,8.068006182,169.7720562,0.005890251,1.3,124.5,257.5,8.12,5.287484918,1.162440913,11811
8,Poa alpina,13,open,na,53.4,50.5,2.7,2.2,4,a,v,4810,19.8,50.47660124,5.687708585,95.29167736,0.010494096,1.35,153.4,250.5,8.13,5.702036251,10.36381755,19240
8,Poa alpina,14,open,na,93.1,56,2.8,2.2,3,a,v,2991,23.4,23.78848274,8.904625584,125.7331135,0.007953354,1.4,193.1,256,8.14,6.13223103,4.964316749,8973
8,Poa alpina,15,dryas,5,92.3,48.4,1.4,1.8,3,j,v,1267,13.4,10.42650238,12.06600206,121.5172599,0.008229284,0.7,192.3,248.4,8.15,1.533057757,4.016669065,3801
8,Poa alpina,16,open,na,37.2,67.8,2.5,2,5,a,v,3461,19.4,41.67733574,3.801169591,83.04273626,0.012041992,1.25,137.2,267.8,8.16,4.888577033,8.025412689,17305
8,Poa alpina,17,open,na,53.7,69.7,3.7,2.2,6,a,v,5430,22.4,32.78488046,7.248278124,165.6251273,0.006037731,1.85,153.7,269.7,8.17,10.70793913,20.1779099,32580
8,Poa alpina,18,open,na,78.8,66.1,1.4,1.9,4,a,v,2895,17.2,25.68812051,6.683410074,112.6980076,0.008873271,0.7,178.8,266.1,8.18,1.533057757,14.75319987,11580
8,Poa alpina,19,open,na,92.1,88.4,3.3,3.7,6,a,viv,8584,37.8,61.03930407,7.175572519,140.630699,0.007110823,1.65,192.1,288.4,8.19,8.517856621,11.69893027,51504
8,Poa alpina,20,open,na,94,90.9,3.9,3.2,7,a,viv,3221,18.2,55.84218188,2.991014121,57.68041097,0.017336908,1.95,194,290.9,8.2,11.89684107,10.07989181,22547
8,Poa alpina,21,open,na,92.7,94.7,4.8,2.2,10,a,v,2247,18.5,14.46950502,16.76987862,155.2921124,0.006439477,2.4,192.7,294.7,8.21,18.02125037,6.071661125,22470
8,Poa alpina,22,open,na,97.7,88.4,3.6,2.7,6,a,v,2545,30.5,27.60209516,12.45292819,92.20314563,0.010845617,1.8,197.7,288.4,8.22,10.13695333,13.83856722,15270
8,Poa alpina,23,open,na,71.9,89.4,3.4,2.3,4,a,v,2874,18.6,29.93183959,4.825769369,96.01815455,0.010414697,1.7,171.9,289.4,8.23,9.041912079,10.75217853,11496
8,Poa alpina,24,open,na,93.1,87.2,4.2,3.8,7,a,viv,3854,22.4,25.73829962,8.536415541,149.7379414,0.006678334,2.1,193.1,287.2,8.24,13.79751982,13.16180107,26978
8,Poa alpina,25,open,na,96.3,66.7,1.3,2,3,a,v,1864,13.4,19.11465699,6.356647291,97.51679043,0.010254644,0.65,196.3,266.7,8.25,1.32187123,14.5999902,5592
8,Polygonum viviparum,1,open,na,64,85,4.2,1.6,3,a,v,14527,28.4,152.9244244,10.50485164,94.9946358,0.01052691,2.1,164,285,8.1,13.79751982,17.91548851,43581
8,Salix retusa,1,open,na,62.8,95.6,8.5,1.9,75,a,v,3343,9.4,34.21498512,4.755918709,97.70572713,0.010234815,4.25,162.8,295.6,8.1,56.5119505,9.493673303,250725
8,Saxifraga aizoides,1,moss,2,44.5,32.5,14.2,5.8,800,a,f,1640,14.3,19.74906432,7.295825771,83.04190889,0.012042112,7.1,144.5,232.5,8.1,157.7172277,18.19086143,1312000
8,Saxifraga aizoides,2,open,na,8.7,95.5,7.9,2.8,170,a,f,1298,11.4,12.64513592,9.467120181,102.6481651,0.009742015,3.95,108.7,295.5,8.2,48.81537482,29.24878784,220660
8,Saxifraga aizoides,3,open,na,13,84.1,3,2.2,45,a,v,1033,8.7,8.587796391,8.681135225,120.2869692,0.008313452,1.5,113,284.1,8.3,7.039550927,28.60630837,46485
8,Saxifraga oppositifolia,1,open,na,66.5,74.4,4.8,1.7,200,a,r,387,4,5.146943079,8.356545961,75.19026227,0.013299595,2.4,166.5,274.4,8.1,18.02125037,26.69454408,77400
8,Saxifraga oppositifolia,2,open,na,75.3,76.3,3.5,1.7,150,a,r,351,3.4,5.060921746,8.923512748,69.354955,0.01441858,1.75,175.3,276.3,8.2,9.581610984,22.71668146,52650
8,Saxifraga oppositifolia,3,open,na,2.2,87.6,2.8,1,40,a,v,298,4.8,3.637985533,17.63546798,81.91346483,0.012208005,1.4,102.2,287.6,8.3,6.13223103,36.86223964,11920
8,Sedum atratum,1,open,na,4,74.5,0.6,0.5,11,j,v,468,3.1,4.967731969,6.926406926,94.20798121,0.010614812,0.3,104,274.5,8.1,0.281582037,27.61103317,5148
9,Draba aizoides,1,open,na,95.5,93.9,1.4,1.2,39,a,v,438,6.7,4.193539974,18.11965812,104.4463634,0.009574292,0.7,295.5,293.9,9.1,1.533057757,44.50779522,17082
9,Dryas octopetala,1,dryas,1,42.5,77.8,7.3,3.1,70,a,v,11026,26.3,48.05725126,23.03102625,229.4346787,0.004358539,3.65,242.5,277.8,9.1,41.68196321,0,771820
9,Galium anisophyllon,1,open,na,25.1,44.3,3.7,1.7,45,a,v,451,5,5.788518853,9.102167183,77.91284981,0.012834853,1.85,225.1,244.3,9.1,10.70793913,25.01999201,20295
9,Galium anisophyllon,2,open,na,34.6,51.4,2.2,0.9,20,j,v,145,2.5,1.691752878,15.25423729,85.70991771,0.011667261,1.1,234.6,251.4,9.2,3.785714054,23.90782044,2900
9,Galium anisophyllon,3,open,na,49.7,39.8,4.3,1.4,60,a,r,298,3.5,3.627232866,18.37944664,82.1562913,0.012171922,2.15,249.7,239.8,9.3,14.46236629,35.02792542,17880
9,Leontodon montanus,1,open,na,1.2,12.2,2.5,1.9,3,j,v,3537,21.8,33.88165246,13.82629853,104.3927832,0.009579206,1.25,201.2,212.2,9.1,4.888577033,15.59802366,10611
9,Leontodon montanus,2,open,na,9.7,10.8,2.9,2.4,5,j,v,7746,22.2,69.70953757,13.44542136,111.1182239,0.008999424,1.45,209.7,210.8,9.2,6.578069255,23.68801663,38730
9,Leontodon montanus,3,open,na,23.4,11.4,2.3,1.9,2,j,v,3774,21,30.77771603,14.17258647,122.6211846,0.008155198,1.15,223.4,211.4,9.3,4.1376916,37.37430527,7548
9,Leontodon montanus,4,open,na,43.2,4.9,8.7,0.9,9,a,r,12099,39.4,59.50167274,31.44991266,203.3388213,0.0049179,4.35,243.2,204.9,9.4,59.20262329,56.92249116,108891
9,Leontodon montanus,5,open,na,45,12.7,4.7,1.3,6,a,v,9031,31.9,74.5267322,14.24998798,121.1779952,0.008252323,2.35,245,212.7,9.5,17.27818666,55.06443456,54186
9,Leontodon montanus,6,open,na,67.6,6.9,6.2,1.7,9,a,v,6594,20.9,71.70594933,9.9970009,91.95889687,0.010874424,3.1,267.6,206.9,9.6,30.06670418,71.56313992,59346
9,Leontodon montanus,7,open,na,71.2,41.2,5.8,1,9,a,v,8522,27.6,61.83858562,17.39407639,137.8103965,0.007256347,2.9,271.2,241.2,9.7,26.31227702,42.86341623,76698
9,Leontodon montanus,8,open,na,69.5,53.6,3.1,1.8,3,j,v,4697,17.7,40.32608397,13.0032886,116.4754803,0.008585498,1.55,269.5,253.6,9.8,7.516676045,32.61401953,14091
9,Leontodon montanus,9,open,na,82,49.4,6.1,1.2,9,a,v,14746,30.2,86.85645657,10.49395452,169.7743678,0.005890171,3.05,282,249.4,9.9,29.10463222,44.99992012,132714
9,Leontodon montanus,10,open,na,84.8,55.9,2.4,2.3,2,j,v,5572,21,30.70961581,6.792717087,181.4415405,0.005511417,1.2,284.8,255.9,9.1,4.505312593,43.98305509,11144
9,Leontodon montanus,11,open,na,92.2,55.3,6,1.7,8,a,v,12165,25.5,75.08587087,18.21089312,162.0145023,0.006172287,3,292.2,255.3,9.11,28.15820371,50.91000377,97320
9,Leontodon montanus,12,open,na,4,59.2,3.8,2.1,4,j,v,6892,20.8,56.26870432,9.917829161,122.483716,0.008164351,1.9,204,259.2,9.12,11.29456838,12.92366951,27568
9,Leontodon montanus,13,open,na,15.8,75.7,7.5,1.9,9,a,v,15775,35.3,114.5338204,12.77734314,137.7322431,0.007260464,3.75,215.8,275.7,9.13,43.99719329,23.14370865,141975
9,Leontodon montanus,14,open,na,72.6,74,6.1,1.4,7,a,v,7802.099476,NA,NA,NA,89.46005908,NA,3.05,272.6,274,9.14,29.10463222,26.69097692,54614.69634
9,Leontodon montanus,15,open,na,72,87.3,3.9,2.2,5,j,v,5307,23.2,49.08950725,16.06308411,108.1086427,0.009249954,1.95,272,287.3,9.15,11.89684107,27.34194856,26535
9,Leontodon montanus,16,open,na,88.5,92.4,2.6,2.8,3,j,v,5110,27.4,43.06084551,11.0537706,118.6692908,0.00842678,1.3,288.5,292.4,9.16,5.287484918,38.53925004,15330
9,Linaria alpina,1,open,na,43,4.5,0.8,1.2,21,j,v,509,4.2,2.207880875,18.18181818,230.5378002,0.004337683,0.4,243,204.5,9.1,0.500590288,56.7352624,10689
9,Linaria alpina,2,open,na,65.8,3.8,7.8,3,200,a,r,609,9.6,10.0429906,7.066381156,60.63930795,0.016490953,3.9,265.8,203.8,9.2,47.58736427,73.93166487,121800
9,Linaria alpina,3,open,na,65.5,8.5,1,1,23,j,v,301,5.9,5.731171298,7.94246404,52.51980518,0.019040436,0.5,265.5,208.5,9.3,0.782172325,69.36712886,6923
9,Linaria alpina,4,open,na,52.5,33.5,0.8,1.2,24,j,v,222,4.4,4.189955752,10.86398631,52.98385309,0.018873675,0.4,252.5,233.5,9.4,0.500590288,41.77300865,5328
9,Linaria alpina,5,open,na,37.6,39.4,0.7,0.7,13,j,v,123,3.2,2.419349985,12,50.840102,0.019669512,0.35,237.6,239.4,9.5,0.383264439,35.06320071,1599
9,Linaria alpina,6,open,na,50.8,45,0.8,0.7,14,j,v,436,5.5,5.584218188,7.83055199,78.07717846,0.01280784,0.4,250.8,245,9.6,0.500590288,30.19284995,6104
9,Linaria alpina,7,open,na,9.4,60.5,2.1,1.6,35,j,v,447,5.5,5.838697964,7.427869859,76.55816464,0.013061964,1.05,209.4,260.5,9.7,3.449379954,16.82139443,15645
9,Linaria alpina,8,open,na,39.4,57.7,0.7,1.6,19,j,v,247,4.2,3.516121978,10.09174312,70.24784735,0.014235312,0.35,239.4,257.7,9.8,0.383264439,16.68768642,4693
9,Linaria alpina,9,dryas,1,44.8,75.4,0.9,1.3,21,j,v,293,5.8,5.55554441,8.774193548,52.74010581,0.018960902,0.45,244.8,275.4,9.9,0.633559583,0,6153
9,Linaria alpina,10,open,na,81,66.7,6,1.8,190,a,r,822,8.6,12.22578192,5.540897098,67.23496338,0.014873214,3,281,266.7,9.1,28.15820371,36.42043958,156180
9,Linaria alpina,11,open,na,95.3,71.4,4.1,1.8,115,a,r,467,5.6,5.992819518,8.253588517,77.92659174,0.01283259,2.05,295.3,271.4,9.11,13.14831679,49.5390683,53705
9,Linaria alpina,12,open,na,98.2,74.6,4.5,1.4,150,a,v,1074,10.1,14.60212124,6.578301424,73.55095757,0.013596016,2.25,298.2,274.6,9.12,15.83898959,52.14827418,161100
9,Linaria alpina,13,open,na,38,97.6,2,1.4,38,j,v,412,5.2,5.817192631,7.948243993,70.82454135,0.0141194,1,238,297.6,9.13,3.128689301,9.690731769,15656
9,Linaria alpina,14,open,na,53.5,91.2,2.6,1,140,a,v,529,6,7.164860178,8.354177089,73.83256433,0.013544159,1.3,253.5,291.2,9.14,5.287484918,13.69471803,74060
9,Linaria alpina,15,open,na,55.2,84.5,0.8,0.8,19,j,v,316,3.6,3.713254199,8.687258687,85.10055683,0.011750804,0.4,255.2,284.5,9.15,0.500590288,10.70946357,6004
9,Linaria alpina,16,open,na,64.2,91.2,2.6,1.2,48,a,v,367,5,5.94622463,7.534659433,61.71983449,0.016202247,1.3,264.2,291.2,9.16,5.287484918,19.21484361,17616
9,Linaria alpina,17,open,na,81,90.6,2.9,1.5,45,a,v,408,4.6,6.645147959,11.43473571,61.39818143,0.016287127,1.45,281,290.6,9.17,6.578069255,32.67844655,18360
9,Oxytropis jacquinii,1,open,na,9.5,45.8,10.4,3.1,35,a,v,6349,9.2,129.8957968,8.197897409,48.87764007,0.020459253,5.2,209.5,245.8,9.1,84.59975869,9.41328848,222215
9,Oxytropis jacquinii,2,open,na,98.5,36.5,2.4,1.3,2,j,v,1967,11.8,10.39783663,27.95518207,189.1739667,0.00528614,1.2,298.5,236.5,9.2,4.505312593,65.93235152,3934
9,Poa alpina,1,open,na,12.3,53.8,6.4,3,18,a,viv,3760,27.6,36.53756111,9.868550128,102.9077992,0.009717436,3.2,212.3,253.8,9.1,32.03777844,14.51236839,67680
9,Poa alpina,2,open,na,12.4,63,2.9,3.4,5,a,v,5556,29.5,41.35475574,12.89651586,134.3497235,0.007443261,1.45,212.4,263,9.2,6.578069255,20.64931424,27780
9,Poa alpina,3,dryas,1,42,76.2,1.3,1.4,3,j,v,679,12.9,4.103934419,34.49781659,165.4509869,0.006044086,0.65,242,276.2,9.3,1.32187123,0,2037
9,Poa alpina,4,open,na,90.4,81.5,2.7,2.1,4,a,v,3820,23.5,22.17199853,11.34820563,172.2893854,0.005804188,1.35,290.4,281.5,9.4,5.702036251,44.40389067,15280
9,Poa alpina,5,sax.aizo,1,1.5,91,2.2,2.6,3,a,v,2229,15.3,26.54116539,4.442943957,83.98274782,0.011907207,1.1,201.5,291,9.5,3.785714054,13.55398599,6687
9,Poa alpina,6,open,na,9.8,83.7,2.2,2.4,3,a,v,2334,15.8,14.41215747,9.524993783,161.9466069,0.006174875,1.1,209.8,283.7,9.6,3.785714054,24.34633415,7002
9,Poa alpina,7,open,na,69.3,96,1.2,1.5,7,j,v,2337,17.2,15.31896568,10.99672438,152.5559916,0.00655497,0.6,269.3,296,9.7,1.126328148,19.88476864,16359
9,Poa alpina,8,open,na,75.2,94.7,1.9,1.5,3,j,v,2038,13.1,16.94261834,11.74106198,120.2883733,0.008313355,0.95,275.2,294.7,9.8,2.823642094,25.59757518,6114
9,Saxifraga aizoides,1,open,na,1.3,90.6,4.4,2.7,60,a,v,1470,11.2,17.45516211,6.324435318,84.2157747,0.01187426,2.2,201.3,290.6,9.1,15.14285622,13.79025904,88200
9,Sedum atratum,1,open,na,0.8,14,1.3,1.5,33,a,v,704,4,8.172026616,5.52631579,86.14754125,0.011607992,0.65,200.8,214,9.1,1.32187123,15.66798645,23232
9,Sedum atratum,2,open,na,10.6,13.3,0.9,0.8,12,j,v,639,4.2,7.913962618,6.793478261,80.74336851,0.012384918,0.45,210.6,213.3,9.2,0.633559583,24.99924059,7668
9,Sedum atratum,3,open,na,33.4,18.8,2.5,1.8,60,a,r,501,4.7,7.964141728,5.580558056,62.90696689,0.01589649,1.25,233.4,218.8,9.3,4.888577033,42.08045098,30060
9,Sedum atratum,4,open,na,83.3,56,1.1,1.3,27,a,v,856,4.1,8.580627947,5.513784461,99.75959863,0.010024098,0.55,283.3,256,9.4,0.946428513,42.60958893,23112
9,Sedum atratum,5,open,na,36.4,73.7,0.7,0.7,16,j,v,339,3.2,2.863793538,15.64455569,118.3744553,0.008447769,0.35,236.4,273.7,9.5,0.383264439,3.704667413,5424
9,Sedum atratum,6,open,na,79.5,65.2,1.3,0.8,32,a,v,861,5.1,9.845858383,5.205678923,87.44793663,0.011435376,0.65,279.5,265.2,9.6,1.32187123,35.43696872,27552
9,Sedum atratum,7,open,na,22.2,83.4,0.7,1,17,j,v,377,2.2,2.060927765,15.47826087,182.9273235,0.005466652,0.35,222.2,283.4,9.7,0.383264439,17.41272007,6409
9,Sedum atratum,8,open,na,54.3,96.3,0.8,0.8,21,j,v,452,2.8,4.426514417,8.178137652,102.1119457,0.009793173,0.4,254.3,296.3,9.8,0.500590288,9.406561943,9492
9,Sedum atratum,9,open,na,58.6,87.7,0.9,0.8,22,j,v,320,2.8,3.064509981,16.49122807,104.4212621,0.009576594,0.45,258.6,287.7,9.9,0.633559583,15.26149417,7040
9,Sedum atratum,10,open,na,87.9,9,1,0.9,27,a,v,377,3.6,5.383501744,7.723035952,70.02876899,0.014279845,0.5,287.9,209,9.1,0.782172325,78.78323436,10179
